Men's Ski Cross;Freestyle skiing
Women's Sychronized swimming, duet;Synchronized swimming
Men's Judo, 66 - 73kg (lightweight);Judo
Men's Javelin throw;Track and field athletics
Men's 100 metre team running deer, double shots;Shooting sports
Women's Track Cycling, Omnium;Track cycling
Men's 1000m;Speed skating
Men's K-2 200m (kayak double);Canoe Sprint
Women's Halfpipe;Snowboarding
Men's Greco-Roman Wrestling, Bantamweight 54-58 kg;Greco-Roman wrestling
Men's 100 metre running deer, single/double shots;Shooting sports
Men's synchronized 3 metre springboard;Diving
Women's Sabre team;Fencing
Women's 400m individual medley;Swimming
Men's Judo, + 100kg (heavyweight);Judo
Men's Large hill individual;Ski jumping
Men's 880yds Freestyle;Swimming
Men's Freestyle Wresetling, Welterweight 65.8-71.7kg;Freestyle wrestling
56-Pound Weight Throw;Track and field athletics
Men's Freestyle Wrestling, Heavyweight +87;Freestyle wrestling
Men's Weightlifting, 99 - 108 kg;Weightlifting
Men's Greco-Roman Wrestling, Featherweight 58-63 kg;Greco-Roman wrestling
Men's Judo, 93kg (Half Heavyweight);Judo
Men's basketball;Basketball
Women's trampoline;Trampoline
Men's Judo, 65-71kg (Lightweight);Judo
Platform diving;Diving
Men's Trap;Shooting sports
Men's Freestyle Wrestling, Lightweight 60-67.5kg;Freestyle wrestling
Croquet, Singles (1 Ball);Croquet
Masters Épée;Fencing
Badminton - Men's doubles;Badminton
Men's Track Cycling, 50km;Track cycling
Men's Greco-Roman Wrestling, Heavyweight 90-100kg;Greco-Roman wrestling
Men's Greco-Roman Wrestling, Bantamweight -56kg;Greco-Roman wrestling
Men's Greco-Roman Wrestling, Welterweight 66 - 74kg;Greco-Roman wrestling
Women's Double sculls;Rowing
Men's Hammer throw;Track and field athletics
Women's Individual Triathlon;Triathlon
Plunge for distance;Diving
Women's Freestyle Wrestling, Lightweight 48 - 55kg;Freestyle wrestling
Men's Triple jump;Track and field athletics
Men's Taekwondo, Lightweight 58 - 68 kg;Taekwondo
Men's Freestyle Wrestling, Lightweight 60-66 kg;Freestyle wrestling
Men's Boxing, Middleweight 69 - 75 kg;Boxing
Men's Track cycling, Team Pursuit (4000m);Track cycling
Men's Athletics, 400m hurdles;Track and field athletics
Men's Weightlifting, Bantamweight  -56kg;Weightlifting
Men's 20km walk;Track and field athletics
Women's 400m freestyle;Swimming
Men's 4x400 metres relay;Track and field athletics
Men's Archery, individual;Archery
Men's 100m butterfly;Swimming
Men's 50m freestyle;Swimming
Men's Vault;Artistic gymnastics
Men's Weightlifting, Lightweight 62-69 kg;Weightlifting
Women's 800m freestyle;Swimming
Men's Boxing, 60 - 64 kg (light welterweight);Boxing
Women's Athletics, Pentathlon;Track and field athletics
Men's 5000m Relay;Short track speed skating
Men's Shot put;Track and field athletics
Men's Marathon;Track and field athletics
Men's Weightlifting, Super Heavyweight + 105kg;Weightlifting
Women's 470 - Two Person Dinghy;Sailing
Men's 470 - Two Person Dinghy;Sailing
Men's Athletics, 400m;Track and field athletics
Men's Parallel bars;Artistic gymnastics
Jumping, team;Show jumping
Men's Ski Half-pipe;Freestyle skiing
Gymnastics, Combined Competition (4 events);Artistic gymnastics
Women's Combined Pursuit  (5 km + 10 km);Cross-country skiing
Men's Track Cycling, 5 Miles;Track cycling
Men's Boxing, Featherweight 53.5-57.2kg;Boxing
Men's Greco-Roman Wrestling, Middleweight 73-79kg;Greco-Roman wrestling
Men's Greco-Roman Wrestling, Light Heavyweight 75-82.5kg;Greco-Roman wrestling
Men's Freestyle Wrestling,  Flyweight -52kg;Freestyle wrestling
Women's Double National Round;Archery
Men's Greco-Roman Wrestling, Flyweight 48-52 kg;Greco-Roman wrestling
Men's Wrestling, Freestyle Super Heavyweight + 100kg;Freestyle wrestling
Men's 3500m Walk;Track and field athletics
Men's Swimming, marathon 10km;Swimming
Women's Swimming, marathon 10km;Swimming
Men's Laser - One Person Dinghy;Sailing
Men's K-4 1000m (kayak four);Canoe Sprint
Men's Decathlon;Track and field athletics
Men's 200m butterfly;Swimming
Artistic Gymnastics at the 2008 Summer Olympics;Artistic gymnastics
Women's K-1 200m (kayak single);Canoe Sprint
Men's Curling Tournament;Curling
Men's handball;Team handball
Men's K-2 1000m (kayak double);Canoe Sprint
Men's Track cycling, Madison;Track cycling
50 metre running target;Shooting sports
Women's Athletics, 400m hurdles;Track and field athletics
Men's Freestyle Wrestling,  Flyweight 54kg;Freestyle wrestling
Men's Épée team;Fencing
Women's Rhythmic gymnastics, individual all-round;Rhythmic gymnastics
Men's 50m rifle 3 positions;Shooting sports
Men's 100m freestyle;Swimming
Women's 3 metre springboard;Diving
Men's Coxless pair;Rowing
Men's Horizontal bar;Artistic gymnastics
Men's baseball;Baseball
Men's Weightlifting, Light Heavyweight 77-85 kg;Weightlifting
Men's 1500m freestyle;Swimming
Men's Judo, - 60 kg Men (extra lightweight);Judo
Women's Trap;Shooting sports
Women's Balance Beam;Artistic gymnastics
Women's Triple jump;Track and field athletics
Individual fixed small bird;Archery
Men's 3 metre springboard;Diving
Women's Ski Half-pipe;Freestyle skiing
Team Dressage;Dressage
Men's Gymnastic, triathlon;Artistic gymnastics
Men's Greco-Roman Wrestling, Super Heavyweight +93kg;Greco-Roman wrestling
500m Freestyle Men;Swimming
Women's Athletics, 200m;Track and field athletics
Women's Yngling - Keelboat;Sailing
Women's Weightlifting, 69kg;Weightlifting
Men's 10 metre platform;Diving
Women's Taekwondo, Middleweight 57 - 67 kg;Taekwondo
Women's Weightlifting, 75kg;Weightlifting
Men's K1 10,000m Folding Kayak Singles;Canoe Sprint
Greco-Roman Wrestling,  Lightweight 60-67.5kg;Greco-Roman wrestling
Men's Boxing, Welterweight  61.2-65.8kg;Boxing
Men's Greco-Roman Wrestling, Featherweight 56-61 kg;Greco-Roman wrestling
Men's 50 km classical;Cross-country skiing
Men's Freestyle Wrestling, Featherweight 57-63 kg;Freestyle wrestling
Men's Judo, Middleweight 78-86;Judo
Men's Weightlifting, Featherweight 59-64kg;Weightlifting
Men's Weightlifting, Middle Heavyweight 83-91 kg;Weightlifting
Men's Track Cycling, 660 yds;Track cycling
Doubles;Luge
Women's Slalom;Alpine skiing
Men's 1500 m;Short track speed skating
Women's 10 km Pursuit;Biathlon
Men's Super-G;Alpine skiing
Men's 10000m;Speed skating
Women's Épée team;Fencing
Men's Weightlifting, Light Heavyweight 75-82.5kg;Weightlifting
Women's Judo, Half Middleweight (61kg);Judo
Men's Greco Roman Wrestling - 52 kg;Greco-Roman wrestling
Men's Badminton, singles;Badminton
Men's Halfpipe;Snowboarding
Men's C-1 500m (canoe single);Canoe Sprint
Men's freestyle wrestling, Middleweight 74-82 kg;Freestyle wrestling
Men's Slalom;Alpine skiing
Women's synchronized 10 metre platform;Diving
Women's 4x200m freestyle relay;Swimming
Women's Archery, team;Archery
Women's K-1 500m (kayak single);Canoe Sprint
Men's 4x100m medley relay;Swimming
Men's 100 metre double-shot running deer;Shooting sports
Men's Track cycling, Keirin;Track cycling
Women's Taekwondo, Flyweight - 49 kg;Taekwondo
Women's Lightweight double sculls;Rowing
Men's 4x100m freestyle relay;Swimming
Firefly Class;Sailing
Men's Freestyle Wrestling, Lightweight 62-67kg;Freestyle wrestling
Men's Greco-Roman Wrestling, Featherweight 55 - 60kg;Greco-Roman wrestling
Men's 200m individual medley;Swimming
Men's Long jump;Track and field athletics
Men's Boxing, - Light Flyweight -48kg;Boxing
Men's K-1 500m (kayak single);Canoe Sprint
Women's Weightlifting, 63kg;Weightlifting
Women's Sailboard;Sailing
Men's Tennis, singles;Tennis
Men's Freestyle Wrestling, Heavyweight +97kg;Freestyle wrestling
Women's 12.5 km Mass Start;Biathlon
Men's 500m;Speed skating
Mixed doubles;Tennis
Women's Athletics, 4x400m relay;Track and field athletics
Men's K-2 500m (kayak double);Canoe Sprint
Men's Greco-Roman Wrestling, Lightweight -66.6kg;Greco-Roman wrestling
Men's Track Cycling, 1/2 Mile;Track cycling
Men's Boxing, Welterweight 61.2-66.7kg;Boxing
Men's Track Cycling, 25km;Track cycling
Women's Super Combined;Alpine skiing
Women's 1000m;Short track speed skating
Men's Freestyle Wrestling, Super Heavyweight 96-120 kg;Freestyle wrestling
Women's Freestyle Wrestling, Flyweight 48 kg;Freestyle wrestling
Women's Track cycling, sprint;Track cycling
Men's Taekwondo, Middleweight 68 - 80 kg;Taekwondo
Individual Gundersen;Nordic combined
Men's 1000m Freestyle;Swimming
Men's Athletics, Triathlon;Track and field athletics
Men's 4x10 km Relay;Cross-country skiing
Men's Épée individual;Fencing
Men's Greco-Roman Wrestling, Middleweight 74 - 84 kg;Greco-Roman wrestling
Women's Eight with coxswain;Rowing
Men's 3km Walk;Track and field athletics
